DATA;PRESIDIO;TIPO_RICOVERO;RICOVERI
07/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;79
07/01/2020;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
07/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
07/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
07/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
07/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
08/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;34
08/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;94
08/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
08/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
08/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
08/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
08/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
08/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
08/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
09/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;44
09/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;81
09/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
09/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
09/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
09/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;18
09/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
09/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
09/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;4
10/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;48
10/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;97
10/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
10/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
10/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
10/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;17
10/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
10/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;19
11/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;34
11/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;33
11/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
11/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
11/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
11/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
11/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
11/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
11/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
12/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;12
12/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;20
12/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
13/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;63
13/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;69
13/01/2020;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
13/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
13/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
13/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
13/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
13/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;13
14/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;53
14/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;80
14/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
14/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;11
14/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
14/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
14/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
14/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;5
15/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;54
15/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;79
15/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
15/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;3
15/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
15/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;14
15/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
15/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;12
15/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
16/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;70
16/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;84
16/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
16/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;14
16/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
16/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
16/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
16/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
17/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;72
17/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;101
17/01/2020;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;2
17/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
17/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;14
17/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
17/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;17
17/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
17/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
17/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
18/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;44
18/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;40
18/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
18/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
18/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
18/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
18/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
19/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;22
19/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;24
19/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
19/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
19/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;1
19/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
20/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;34
20/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;71
20/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
20/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
20/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
20/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
20/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
20/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;11
21/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;48
21/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;72
21/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;7
21/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
21/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
21/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;19
21/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
21/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
21/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
22/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;51
22/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;78
22/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
22/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
22/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
22/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
22/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
22/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
22/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
23/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;58
23/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;112
23/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
23/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
23/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;5
23/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
23/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
23/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
23/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
24/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;87
24/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;79
24/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;9
24/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
24/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
24/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
24/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
24/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
24/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;12
24/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;4
25/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;36
25/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;31
25/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
25/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
25/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
25/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;5
25/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
25/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;2
25/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
26/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;22
26/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;17
26/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
26/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
26/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
27/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;51
27/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;73
27/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
27/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
27/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
27/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
27/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
27/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
27/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;4
28/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;46
28/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;92
28/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
28/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;11
28/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
28/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;17
28/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
28/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
28/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
29/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;54
29/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;111
29/01/2020;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
29/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
29/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
29/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
29/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;20
29/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
29/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
29/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
30/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;63
30/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;67
30/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
30/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
30/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
30/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
30/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
30/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
30/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
30/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
31/01/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;56
31/01/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;86
31/01/2020;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
31/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;8
31/01/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;14
31/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
31/01/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
31/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
31/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;17
31/01/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
01/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;30
01/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;41
01/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
01/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
01/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
01/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;7
01/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
02/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;21
02/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;13
02/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
02/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
02/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;4
02/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
03/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;59
03/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;65
03/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
03/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;15
03/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
03/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
03/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
04/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;46
04/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;97
04/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
04/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
04/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
04/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
04/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
04/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
04/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
05/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;52
05/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;84
05/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
05/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
05/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
05/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;14
05/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
05/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;15
05/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
06/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;56
06/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;81
06/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
06/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;11
06/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
06/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;17
06/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
06/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
06/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
07/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;76
07/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;95
07/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;7
07/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
07/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;6
07/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;14
07/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
07/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;14
07/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
08/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;27
08/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;43
08/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
08/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
08/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
08/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
08/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
08/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
08/02/2020;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
09/02/2020;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;23
09/02/2020;01-030906 - Spedali Civili di Brescia;2 - URGENZA;20
09/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
09/02/2020;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
09/02/2020;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
