DATA;PRESIDIO;TIPO_RICOVERO;RICOVERI
12/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
12/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
13/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;54
13/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;59
13/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
13/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
13/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;5
13/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
13/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
13/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
14/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;65
14/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;105
14/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
14/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;6
14/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;18
14/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;9
14/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
15/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;21
15/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;46
15/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
15/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;3
15/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
15/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;6
15/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
16/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;20
16/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;20
16/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
16/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
17/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;44
17/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;66
17/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
17/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
17/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
17/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
17/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;9
17/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
17/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
18/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;52
18/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;81
18/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
18/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
18/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
18/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;18
18/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;10
18/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
19/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;60
19/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;72
19/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
19/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
19/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
19/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;9
19/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;8
19/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;3
20/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;47
20/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;80
20/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
20/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;11
20/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;10
20/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
20/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
20/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
21/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;72
21/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;71
21/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
21/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
21/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
21/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;18
21/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;11
21/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;5
22/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;26
22/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;37
22/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
22/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
22/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;6
22/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;6
22/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
22/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
23/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;12
23/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;17
23/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
23/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
24/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;58
24/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;67
24/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
24/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
24/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
24/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
24/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
24/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
25/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;54
25/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;63
25/01/2022;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
25/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
25/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;3
25/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;5
25/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
25/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
25/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
25/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
26/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;69
26/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;58
26/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
26/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
26/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;10
26/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
26/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
26/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
27/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;45
27/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;66
27/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
27/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
27/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;5
27/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
27/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
27/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
28/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;75
28/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;72
28/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
28/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
28/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;8
28/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;17
28/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;8
28/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
29/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;18
29/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;37
29/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
29/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;3
29/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;7
29/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;6
29/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
29/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
30/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;17
30/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;16
30/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
30/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
30/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;5
31/01/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;51
31/01/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;64
31/01/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
31/01/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;16
31/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
31/01/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;9
01/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;60
01/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;71
01/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
01/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
01/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;7
01/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;8
01/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
01/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;5
02/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;59
02/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;65
02/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
02/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
02/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;7
02/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;7
02/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
02/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;11
03/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;47
03/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;62
03/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
03/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
03/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
03/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
03/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
03/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;5
04/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;93
04/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;74
04/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
04/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
04/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;10
04/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
04/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;12
04/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
05/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;26
05/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;36
05/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
05/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
05/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
05/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
05/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
05/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
06/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;23
06/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;24
06/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
06/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
06/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
06/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
07/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;53
07/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;66
07/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;11
07/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
07/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;22
07/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;6
07/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
08/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;55
08/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;66
08/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
08/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;15
08/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;14
08/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
08/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;9
09/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;61
09/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;67
09/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
09/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
09/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
09/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;16
09/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
09/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
10/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;57
10/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;69
10/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
10/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
10/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
10/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
10/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
10/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
11/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;82
11/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;102
11/02/2022;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
11/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;8
11/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
11/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;11
11/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;18
11/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;8
11/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;12
12/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;17
12/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;41
12/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
12/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
12/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
12/02/2022;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;7
12/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
12/02/2022;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;3
13/02/2022;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;13
13/02/2022;01-030906 - Spedali Civili di Brescia;2 - URGENZA;24
13/02/2022;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
