DATA;PRESIDIO;TRIAGE_INGRESSO;ACCESSI
04/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;25
04/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
04/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;16
04/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
04/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;15
04/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;30
04/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;10
04/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;9
04/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;44
04/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;82
04/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;7
05/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
05/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;16
05/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;21
05/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
05/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;5
05/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;24
05/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
05/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
05/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;27
05/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;15
05/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
05/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;64
05/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;88
05/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;9
06/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;4
06/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
06/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;18
06/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
06/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
06/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
06/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;13
06/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;1
06/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;9
06/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;32
06/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;12
06/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
06/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;43
06/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;85
06/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;3
07/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
07/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;19
07/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;19
07/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
07/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
07/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
07/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
07/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;19
07/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;35
07/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;11
07/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;4
07/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;51
07/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;101
07/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;11
08/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;3
08/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;13
08/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;21
08/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
08/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;21
08/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
08/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
08/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;37
08/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;13
08/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
08/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;61
08/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;55
08/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;3
09/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;5
09/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;18
09/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;21
09/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
09/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
09/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;19
09/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;1
09/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;11
09/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;40
09/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;6
09/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;11
09/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;57
09/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;84
09/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;3
10/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;8
10/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;23
10/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
10/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;5
10/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;16
10/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
10/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
10/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;42
10/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;12
10/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
10/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;43
10/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;63
10/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;9
11/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
11/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;18
11/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;17
11/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
11/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
11/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;22
11/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
11/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;7
11/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;45
11/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;8
11/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;4
11/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;66
11/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;69
11/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;5
12/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;13
12/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;20
12/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
12/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;32
12/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
12/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;6
12/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;44
12/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;7
12/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
12/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;55
12/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;88
12/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;3
13/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;3
13/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;7
13/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;27
13/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
13/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
13/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;23
13/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
13/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;7
13/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;41
13/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;5
13/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
13/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;52
13/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;73
13/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;1
14/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;8
14/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;15
14/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
14/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;22
14/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
14/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
14/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;8
14/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;39
14/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;3
14/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
14/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;60
14/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;82
14/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;3
15/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
15/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
15/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;18
15/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
15/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
15/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;18
15/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
15/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
15/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;45
15/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;9
15/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
15/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;47
15/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;78
15/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;16
16/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
16/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;17
16/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;27
16/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
16/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
16/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;25
16/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
16/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;19
16/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;40
16/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;10
16/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;12
16/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;56
16/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;79
16/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;5
17/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
17/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;15
17/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;20
17/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
17/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
17/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;23
17/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
17/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
17/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
17/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;41
17/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;14
17/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
17/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;34
17/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;61
17/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;4
18/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
18/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
18/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;18
18/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
18/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
18/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;20
18/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
18/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;13
18/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;41
18/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;11
18/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
18/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;54
18/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;72
18/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;10
19/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
19/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;12
19/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;13
19/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
19/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;30
19/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
19/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;14
19/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;22
19/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;3
19/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;4
19/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;52
19/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;95
20/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
20/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;10
20/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;23
20/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
20/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;21
20/01/2021;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
20/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
20/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;18
20/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;39
20/01/2021;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;10
20/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;2
20/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;47
20/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;55
20/01/2021;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;8
21/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
21/01/2021;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;8
