DATA;PRESIDIO;TRIAGE_INGRESSO;ACCESSI
02/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;138
02/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;40
03/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
03/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;33
03/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;11
03/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;35
03/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;14
03/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
03/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;27
03/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;74
03/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
03/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;67
03/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;145
03/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;25
04/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;13
04/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
04/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;5
04/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
04/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
04/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;39
04/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;7
04/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
04/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;28
04/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;91
04/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
04/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;75
04/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;166
04/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;11
05/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
05/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;12
05/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
05/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;4
05/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
05/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
05/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;11
05/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;21
05/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;86
05/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;12
05/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;69
05/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;144
05/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;16
06/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
06/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
06/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;45
06/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
06/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
06/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;21
06/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
06/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;43
06/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;71
06/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
06/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;64
06/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;131
06/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;30
07/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
07/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;24
07/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;43
07/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
07/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
07/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;38
07/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;8
07/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
07/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;19
07/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;86
07/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;13
07/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;75
07/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;123
07/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;35
08/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;7
08/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
08/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
08/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;31
08/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
08/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
08/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;19
08/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;58
08/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;2
08/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;75
08/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;169
08/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;16
09/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
09/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
09/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
09/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
09/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
09/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;25
09/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
09/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
09/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;26
09/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;83
09/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
09/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;71
09/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;130
09/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;14
10/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
10/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;41
10/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;3
10/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
10/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
10/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
10/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;11
10/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
10/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;18
10/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;94
10/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
10/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;66
10/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;156
10/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;8
11/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;10
11/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;30
11/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
11/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;5
11/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;21
11/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
11/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;30
11/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;80
11/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
11/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;74
11/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;134
11/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;29
12/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
12/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;43
12/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
12/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
12/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
12/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;31
12/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
12/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
12/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;22
12/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;85
12/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;1
12/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
12/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;64
12/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;147
12/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;18
13/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
13/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;16
13/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
13/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
13/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
13/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
13/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;36
13/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
13/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;28
13/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;95
13/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
13/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;62
13/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;137
13/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;15
14/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
14/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
14/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;36
14/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
14/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;3
14/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;3
14/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;37
14/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;13
14/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
14/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;20
14/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;85
14/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
14/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;70
14/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;140
14/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;27
15/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
15/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;34
15/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
15/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;34
15/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;9
15/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
15/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;20
15/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;69
15/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
15/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;71
15/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;136
15/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;26
16/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;12
16/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;45
16/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
16/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
16/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;21
16/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;9
16/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;3
16/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;24
16/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;77
16/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;10
16/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;57
16/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;123
16/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;28
17/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
17/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;20
17/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;26
17/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
17/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;24
17/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
17/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
17/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;32
17/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;99
17/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
17/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;66
17/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;132
17/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;11
18/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;16
18/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;40
18/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;13
18/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
18/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;7
18/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
18/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;19
18/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;92
18/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
18/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;57
18/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;145
18/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;16
19/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
19/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;16
19/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;32
19/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;3
19/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
19/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;27
19/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
19/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
19/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;16
19/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;109
19/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;9
19/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;52
19/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;115
19/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;21
20/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;18
20/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;33
20/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;5
20/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
20/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
20/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
20/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;23
20/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;103
20/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;11
20/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;70
20/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;143
20/01/2020;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;14
21/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
21/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;41
21/01/2020;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
21/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
21/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
21/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;32
21/01/2020;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;7
21/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
21/01/2020;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;25
